founder_uuid,summary,startup_success
88caf301-7c6c-8f47-6aca-c9bbbceefb47,"The founder holds a PhD in Cognitive Studies and has a Master's in Education. No professional background information is available. In New York, the company was started by a small team of co-founders, including a founder with strong financial experience from working at a top-tier bank and military work experience. This founder has worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",0
af03f3c9-e48d-4353-948b-7d543ec8586f,"The founder has a BS in Biomechanical Engineering from a prestigious university and a PhD in Biomedical Engineering. They are currently a postdoctoral fellow at a major research institution and have experience in pharmaceutical manufacturing and medical device research. The founder started the company alone in the District of Columbia, having worked full-time at a small number of companies. None of their previous startups have been acquired.",0
6b14245f-d591-3045-51e5-fe5d7822f341,"The founder has a PhD in Robotics and Product Design and has held leadership roles in personal robotics and research services. They are a founding member of a robotics company and have extensive experience in higher education. In California, the company was founded by a small team of co-founders, including a founder with moderate press or media coverage and previous experience working at a startup. This founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
16a68591-167d-4514-8f65-ffda83762cf8,"The founder has a BA in Economics and is a general partner at a venture capital firm. They have founded a wellness brand and have experience in product management and investment. The company was established in California by a small team of co-founders, including a founder with a strong personal brand and public presence, as evidenced by their thought leadership and media recognition. This founder has high levels of press coverage and previous experience working at a startup, having worked full-time at a small number of companies, with none of their previous startups being acquired.",0
736c7ea5-c5e7-4e45-8fe2-87f561d13422,"The founder holds a Master's Degree in Human Genetics and a Bachelor's Degree in Biology and History. They are an associate professor and genetic counselor at a major university. The company was founded in Massachusetts by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
66640696-6abf-4651-b2cd-4bc0a823240e,"The founder has an MBA in Finance from a top business school and a BS in Finance and International Business. They are an advisor and managing director at an investment management firm. In Massachusetts, the company was started by a large founding team of co-founders, including a founder who has held board or advisor roles at large companies or well-known startups. This founder also worked at a top-tier bank, indicating strong financial experience, and has worked full-time at a small number of companies, with none of their previous startups being acquired.",1
3972b829-2daa-4b91-2342-a39fc6e6aebc,"The founder holds a Master's degree in Global Security Studies and a BA in Education and History. They are a managing director in public sector business development at a mid-sized industrial machinery manufacturing company and have held various leadership roles in government and non-profit sectors. The company was founded in New York by a small team of co-founders, including a founder with a strong personal brand and public presence, demonstrated by their thought leadership and media recognition. This founder has high levels of press coverage, previous experience working at a startup, and held a director-level role at a public tech company. They have worked full-time at a large number of companies, and none of their previous startups have been acquired.",1
9f3b8390-c03c-85ef-a444-03c55d849122,"The founder has a BA in Sociology and has co-founded a technology company where they serve as VP of Engineering. They have held engineering roles at major technology firms. In California, the company was established by a large founding team of co-founders, including a founder with a limited personal brand and public presence. This founder has moderate press coverage and previous experience working at a startup, having held a C-level role at a public tech company. They have worked full-time at a large number of companies, and none of their previous startups have been acquired.",1
8d48d5fc-97fc-b621-f102-b5c961cb94b2,"The founder holds a PhD in Chemistry and has extensive experience in research and development in the pharmaceutical industry. They are the founder and vice president of research at a biotherapeutics company. The company was founded in California by a small team of co-founders, including a founder with previous experience working at a startup. This founder has worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
a7a5524f-8d41-4c1f-9ddb-2b831c603583,"The founder holds an AB in Economics from an Ivy League university and an MTS in Theology from a prestigious institution. They have extensive experience in the motor vehicle manufacturing industry, currently serving as VP of Products and Programs at a major automotive company, with previous roles including Director of Tesla Energy and Director of Powertrain Business Development. Based in Massachusetts, this founder has garnered significant press and media coverage, indicating a strong public presence. With prior experience at a startup and a C-level role at a public tech company, they bring a wealth of knowledge to their venture. The company was established by a large founding team of co-founders, and the founder has worked full-time at a select number of companies, although none of their previous startups have been acquired.",1
8ff3e8a3-9e4f-e2d1-c9af-d1da71411692,"The founder has a BSc in Biochemistry & Applied Molecular Biology from a top-tier public research university and an MBA in Corporate Strategy and Entrepreneurism from another reputable institution. They have held several leadership roles in the pharmaceutical industry, including CEO of a biopharmaceutical company and President of a healthcare organization, and serve on the boards of multiple companies. Located in New Jersey, this founder has received moderate press and media coverage and has previous experience working at a startup. The company was initiated by a small team of co-founders, and the founder has worked full-time at a considerable number of companies. However, none of their previous startups have been acquired.",1
3b411a75-9d23-4191-a9ae-b007d8aa59c5,"The founder studied Actuarial Science at a reputable university and has worked as a consulting actuary at major financial services firms. They have significant experience in the financial sector. In Indiana, this founder embarked on their entrepreneurial journey alone. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
68b0210f-4166-94a1-a62a-3eceed184cf9,"No information available. Based in Florida, this founder started their company with a small team of co-founders. They have worked full-time at a large number of companies, but none of their previous startups have been acquired.",1
90f107ae-5519-ffe2-ef82-4ca05681d921,"The founder holds an MBA from a prestigious business school and dual MS and BS degrees in Biological Sciences from a top-tier university. They have experience in investment management and corporate development within the biotechnology sector, having worked at a major biotechnology research company. In California, this founder launched their company with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
39f4f850-3817-4c7f-9d6d-476db98c6320,"No information available. This founder, based in Texas, has a strong financial background from their experience at a top-tier bank. They have previously worked at a startup and started their company alone. With a history of working full-time at a large number of companies, they have also had previous startup acquisitions.",1
fd1cf9f1-6a65-4b24-acd2-1cef78451503,"The founder has a Bachelor of Arts in Art History & Economics from a reputable university. They have held director-level positions in business development and operations within the advertising and motor vehicle manufacturing industries. Located in the District of Columbia, this founder initiated their company with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
366b8981-6144-4568-92f2-558fe18b651b,"The founder has a BA in History from a prestigious university and has held various leadership roles in software development and business consulting. They are a co-founder and CEO of a software company and serve on multiple boards, including as an angel investor and advisor. This founder, based in Florida, has established a strong personal brand and public presence, evidenced by high levels of press and media coverage. They have made over 10 angel investments and held board or advisor roles at large companies or well-known startups. With previous experience at a startup and a C-level role at a public tech company, they started their company with a small team of co-founders and have worked full-time at a moderate number of companies, having also experienced previous startup acquisitions.",1
dd8d74d1-0449-49c4-a343-d0ab17cc2e40,"The founder holds a PhD in Computer Science from a leading university and has extensive experience in software development, currently serving as an engineering leader at a major technology company. They have also worked as a research scientist and senior fellow at prominent educational institutions. In California, this founder held a C-level role at a public tech company before starting their venture with a large founding team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
cac8716a-9bc7-5a7f-5f6b-bfa915479edd,"The founder has an MS in Electrical Engineering from a reputable university and has worked as a consulting architect at a major technology company, as well as in various consulting roles in IT services. Based in California, this founder started their company with a small team of co-founders. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",0
0849f4ce-f89b-c3a5-72a4-0d0356a9e3c6,"The founder has a B.Sc. in Computer Science & Management from a reputable university and has served as CTO at a small technology company, with previous experience in core security research and software engineering. This founder, located in Massachusetts, brings military work experience to their entrepreneurial efforts. They started their company with a small team of co-founders and have worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
47e64db1-b392-4710-a92c-d98ce75b42f6,"The founder holds a BA in Economics from an Ivy League university and has worked as a manager at a mid-sized information services firm and as an analyst at a major global investment bank. In Illinois, this founder has a strong financial background from their experience at a top-tier bank. They started their company with a small team of co-founders and have worked full-time at a moderate number of companies, with none of their previous startups having been acquired.",1
6fb510c8-2d85-803e-d2b2-4753b413cb2b,"The founder has a BA in International Economics from a reputable university and has co-founded a small technology company, with previous experience as a vice president in financial services at major banks. Based in Florida, this founder started their company alone and has a limited personal brand or public presence. They have moderate press and media coverage, previous experience working at a startup, and have worked full-time at a small number of companies, with none of their previous startups being acquired.",0
9b003a89-d356-d118-6ed2-ce3178cbf614,"The founder has an MBA from a prestigious business school and multiple degrees in Electrical Engineering and Computer Science from leading institutions. They have held various leadership roles in software development and biotechnology, including founding and leading multiple companies. In California, this founder started their company alone and has a limited personal brand or public presence. They have moderate press and media coverage, previous experience working at a startup, and have worked full-time at a small number of companies, with a history of previous startup acquisitions.",0
2d799d21-619b-ee87-c78e-fdd5a2644a6e,"The founder has an MS from a reputable university and has served as CEO of a technology company, with previous experience in software development and business management. This founder, based in Massachusetts, has achieved high levels of press and media coverage, indicating a strong public visibility. They have previous experience working at a startup and started their company with a small team of co-founders. They have worked full-time at a moderate number of companies and have experienced previous startup acquisitions.",1
10005a7d-d6ed-1907-1616-35bf3d8e8c99,"The founder holds a PhD in Organic and Polymer Chemistry from a prestigious research institute and has extensive experience in the biopharmaceutical industry, having founded and led multiple companies focused on drug development. In California, this founder has established a strong personal brand and public presence, supported by high levels of press and media coverage. They have previous experience working at a startup and possess IPO experience from a prior venture. Starting their company alone, they have worked full-time at a moderate number of companies and have had previous startup acquisitions.",1
7608d1b6-b334-8136-8b61-fc797659a7a0,"The founder has an AB in Economics and Biotechnology from an Ivy League university and has worked as an associate at a major consulting firm, co-founding a small technology company while also working as a scientist at a leading university. This founder, based in California, has previous experience working at a startup and started their company with a small team of co-founders. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
e15c3edb-36d2-5fbb-be24-fd783c1496f9,"The founder has held prominent positions in vascular surgery at leading medical institutions and is currently a professor at a major university. In California, this founder started their company with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired, while also receiving moderate press or media coverage.",1
888cef5f-8c96-d3b5-90d4-ed7a75e08aaa,"The founder has a degree from a reputable university and currently serves as vice president of marketing at a company in the oil and gas sector. Located in Texas, this founder initiated their company with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
38475cec-85a7-142b-1efe-4732454f80ef,"The founder has a Bachelor of Science in Marketing and Communications from a reputable business school and has held various leadership roles in the aviation and travel industries, including COO and president positions. In the District of Columbia, this founder has previous experience working at a startup and started their company with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
f38e3dae-3be2-cde6-a9ce-61e0689bef72,"The founder holds a Master of Science in Computer Science from a top-tier public research university and a Bachelor of Science in Computer Science from another reputable institution. They have co-founded and serve as CEO of a software company specializing in computer and network security, and have held senior roles at a major technology company, including general manager positions in software development and cloud security. The founder, based in New York, has established a strong personal brand characterized by significant public visibility, which includes thought leadership, public speaking engagements, and media recognition. Their high levels of press coverage further underscore their prominence. With prior experience at a startup and a C-level role at a public tech company, they bring a wealth of knowledge to their ventures. The company was initiated by a small team of co-founders, and the founder has also successfully navigated previous startup acquisitions.",1
ecf2a59b-bb84-30b7-d5b8-f9c6b0effeb6,"The founder graduated with a Bachelor of Technology in Computer Science from a prestigious technology institute. They are the founder and chairman of a software development company and have held multiple senior software engineering roles at various technology firms. Located in California, the founder has cultivated a strong personal brand, marked by notable public visibility through thought leadership, public speaking, and extensive media coverage. They have held board or advisory roles at large companies and well-known startups, alongside previous experience in a startup environment. The company was founded by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with a history of previous startup acquisitions.",1
0b1f4e3d-2a42-d6be-6c80-49ec61f078bb,"The founder holds a Master of Public Administration from an Ivy League university and a Bachelor of Arts in Government from a major public university. They work as a public involvement specialist in a metropolitan planning organization. The company, founded in Texas, emerged from a small team of co-founders. The founder has worked full-time at a small number of companies, but none of their previous startups have been acquired, indicating a focus on building and growing their ventures.",0
a4187f52-d306-439b-a801-3bddc7c4a520,"The founder has an Executive MBA from a top business school and a degree in International Economics from a reputable institution. They serve on the advisory board of a technology company. Based in Texas, the founder has held board or advisory roles at large companies and well-known startups. The company was started by a small team of co-founders, and the founder has worked full-time at a small number of companies, with none of their previous startups being acquired.",1
ff49da41-c660-4e35-b5a6-9a11fce460ca,"The founder has extensive experience in the information technology sector, having founded multiple companies and served as CEO and managing partner in various ventures, including a high availability software company. The founder, who started the company in Texas with a small team of co-founders, has previous experience working at a startup and held a junior role at a venture capital firm. They have worked full-time at a moderate number of companies and have successfully navigated previous startup acquisitions.",0
ffb066bd-66cf-e67f-a0e2-95003cb63aba,"The founder holds a Bachelor's in Computer Information Systems and an Associate's in Computer Network Specialist. They have worked as a senior software engineer and lead platform engineer in the insurance industry. The founder initiated the company alone in Wisconsin and has worked full-time at a moderate number of companies. Notably, none of their previous startups have been acquired, reflecting a commitment to their current venture.",0
b40ee2f1-fcbf-f34d-8d6e-586c8a96d65e,"The founder has an MD and a PhD in Biochemistry from a prestigious medical school. They co-founded a publishing organization and hold a professorship in biochemistry at a major research institution. In California, the founder has developed a strong personal brand, evidenced by significant public visibility through thought leadership, public speaking, and moderate media coverage. They have held board or advisory roles at large companies and well-known startups, along with previous experience in a startup environment. The company was founded by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
0069e8ef-54f7-1788-4d6a-0ce75ae2bbfc,"The founder holds a PhD and MS in Electrical Engineering from a respected university. They have held various leadership roles in biotechnology research and have founded a biopharmaceutical company. The founder, based in California, has established a strong personal brand characterized by significant public visibility, including thought leadership, public speaking, and extensive media coverage. They have previous experience working at a startup and were part of a small team of co-founders who started the company. The founder has worked full-time at a moderate number of companies and has successfully navigated previous startup acquisitions.",1
6bdaca93-c53d-d084-c556-b5ac144b4b3b,"The founder has an MBA from a top business school and a Bachelor's in Management Information Systems. They have held senior roles in product management and operations within the software development industry. Founded in Utah, the company emerged from a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired, indicating a focus on building their current venture.",0
60f6b005-577c-c32a-2f4d-38d73843cbc3,"The founder holds an MBA in International Business and a Bachelor's in Marketing/International Business from reputable institutions. They have held senior marketing roles at a major global restaurant chain. The company, based in Illinois, was started by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired, reflecting a commitment to their current project.",0
c78741ac-f809-087d-0768-00bdb3f2b7b8,"The founder has extensive academic qualifications in medicine and biostatistics, including a PhD. They have founded a biotherapeutics company and hold a professorship at a major university. In California, the founder has a limited personal brand but enjoys high levels of press coverage, suggesting strong public visibility. They have held board or advisory roles at large companies and well-known startups, along with previous experience working at a startup. The company was started by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
50081d2d-bc6b-c1d1-cf2e-fda64069ef39,"The founder holds an MS and PhD in Electrical Engineering from a respected university. They have held senior leadership roles in biotechnology research and have extensive experience in engineering management. The founder, who held a C-level role at a public tech company, started the company in Massachusetts with a large founding team of co-founders. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
9c57ce7c-c512-4a61-87fa-617cfb425994,"The founder has a PhD in Molecular Biology and has held academic positions at a major university. They have also worked as an associate professor and have experience in research services. Founded in California, the company was initiated by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired, indicating a focus on their current venture.",1
15a1a5ec-48ee-4dee-aa21-592c62cc9791,"The founder has a background in renewable energy semiconductor manufacturing and has co-founded a small company in this sector. The founder, based in Massachusetts, previously held a junior role at a venture capital firm and has experience working at a startup. The company was started by a small team of co-founders, and the founder has worked full-time at a small number of companies, with none of their previous startups being acquired.",1
148eb4bb-f223-fc0c-6619-c03890b1c4cc,"The founder has a PhD in Physiology and Biophysics and has co-founded a biotechnology company. They have also held a senior scientist position at a major healthcare organization. The company, founded in Illinois, was initiated by a small team of co-founders. The founder has previous experience working at a startup and has worked full-time at a small number of companies, with none of their previous startups being acquired.",0
e222545c-f0ba-e124-c534-47feae01cf77,"The founder holds a Bachelor's Degree in Finance and has held senior roles in identity verification at a major technology company, as well as experience in financial services. Based in New York, the founder has moderate press coverage and a strong financial background, having worked at a top-tier bank. They have previous experience working at a startup and held a C-level role at a public tech company. The company was started alone, and the founder has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",0
934e217b-e4cb-fd25-9fa9-01eacbaf9471,"The founder has a Bachelor's in Economics and has held director-level positions in product and operations at various technology firms. The company, founded in Nevada, was initiated by a small team of co-founders. The founder has previous experience working at a startup and has worked full-time at a small number of companies, with none of their previous startups being acquired.",1
8ca78dcf-6fd2-872a-a5c6-826fe9fe5240,"The founder has a PhD in Molecular Biology and has founded multiple biotechnology companies, holding various leadership roles in medical technology and research. The founder, based in Connecticut, has a strong personal brand characterized by significant public visibility, including thought leadership, public speaking, and moderate media coverage. They have held board or advisory roles at large companies and well-known startups, alongside previous experience working at a startup. The company was started by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with a history of multiple startup acquisitions.",1
0ab1ec26-5e0a-4a07-8819-085329d80c39,"The founder has a PhD in Neuroscience and Biophysics and has held academic and consulting roles in healthcare and research, including positions at major medical centers. Founded in Washington, the company emerged from a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired, indicating a focus on their current venture.",0
1cca4294-8afc-4059-a3d4-a3ffc5f6b14c,"The founder holds a Bachelor of Science in Economics and serves as CEO of a sales and marketing firm. The company, based in Texas, was started by a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired, reflecting a commitment to their current project.",1
e321c017-937b-fb68-7c0d-d6da8b3d5d7f,"The founder holds a Master's degree in Computer Science and a degree in Electrical Engineering from a top-tier public research university. They have extensive experience in software development, serving in various senior roles at a major technology company (10001+ employees), including principal lead program manager and senior architect. Additionally, they are a board member at an educational institution focused on precision learning. Based in Washington, this founder has established a strong personal brand characterized by significant public visibility, including thought leadership, public speaking engagements, and media recognition. Their professional journey includes a notable tenure at a top-tier bank, which has equipped them with robust financial expertise. Additionally, they held a C-level position at a public tech company, contributing to their extensive experience. The company was initiated by a small team of co-founders, and the founder has dedicated their career to a limited number of organizations, although none of their previous startups have been acquired.",1
f174fe97-0e0f-914c-bc86-e578c9025132,"The founder is a graduate in Computer and Communications Systems Engineering from a top-tier public research university and has completed a program at a well-known startup accelerator. They work as a software engineer in the financial services sector at a mid-sized company. In California, this founder embarked on their entrepreneurial journey with a small team of co-founders. They have worked full-time at a select number of companies throughout their career, but none of their previous startups have been acquired.",0
895be945-c159-0d96-e497-bb34ec66f1c2,"The founder has a background in design and applied arts, with experience as a self-employed 3D designer and digital artist. They also completed a sales marketing internship at a mid-sized company. Located in Pennsylvania, this founder started their company with a small team of co-founders. They have committed their professional efforts to a limited number of organizations, and none of their previous startups have been acquired.",0
e65af374-3f18-c73f-7229-b0081023b038,"The founder holds multiple advanced degrees, including a PhD from a prestigious institution and a Master's degree from an Ivy League university. They are a tenured associate professor at a major university and serve on the board of directors for a biotechnology company. This founder, based in California, initiated their company with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
654fb69d-811c-495e-bf27-f00419651668,"The founder has an extensive educational background, including an MBA from a top business school and a law degree from a reputable university. They co-founded a fintech company and have experience as a consultant in blockchain and venture capital, as well as roles in financial services and law. Operating out of California, this founder has a rich background that includes a senior role at a venture capital firm and experience at a top-tier bank, showcasing their strong financial acumen. They have also worked at a startup, which adds to their diverse experience. The company was founded by a small team of co-founders, and the founder has dedicated their career to a moderate number of organizations, with none of their previous startups being acquired.",0
2e72e930-6d30-a874-2c14-1b6483460487,"The founder holds a PhD in Computer Engineering from a major public research university and a Bachelor's degree from a prestigious institution. They have worked as a graduate student and intern at a leading semiconductor company, as well as in software development. In Maryland, this founder launched their company with a small team of co-founders. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired.",0
c7c17ce1-5e13-664f-9eb9-20210092f264,"The founder has a strong background in investment management, serving as CEO and president at various firms. They have experience as a portfolio manager at a major financial services company and have co-founded an investment firm. This founder, based in California, has experience working at an unknown or medium-sized bank and has previously been involved in a startup. They started their company with a small team of co-founders and have worked full-time at a small number of companies. Notably, they have had previous startup acquisitions.",1
9eb46a28-e351-318a-3f53-2c8c5549ea35,"The founder has held several high-level positions in biotechnology research, including CEO and executive vice president at major pharmaceutical companies. They are also a board chairman for multiple biotech firms. Hailing from Massachusetts, this founder has cultivated a strong personal brand and enjoys high levels of press and media coverage, indicating significant public visibility. They started their company with a small team of co-founders and have worked full-time at a moderate number of companies, although none of their previous startups have been acquired.",1
668d48d4-a77f-dea0-a88f-8c8e06d1c159,"The founder has a specialist degree in Computer and Information Systems Security and has worked as an expert in higher education and as a director of business development in IT services. In California, this founder embarked on their entrepreneurial journey alone. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
0ef12cc6-7357-69a3-67f0-03e7af2e35da,"The founder has a Bachelor's degree in Hotel Administration from an Ivy League university and has co-founded a ride-sharing platform. They have also worked as an analyst in capital markets. Based in California, this founder has garnered high levels of press and media coverage, reflecting strong public visibility. They have experience working at a top-tier bank and have previously been involved in a startup. The company was founded by a small team of co-founders, and the founder has worked full-time at a small number of companies, with a history of previous startup acquisitions.",1
5421ec7a-3221-7d3d-6181-da9c9fcdeab9,"The founder has an MBA from a prestigious business school and multiple advanced degrees in law and business. They are the CEO and founder of a cybersecurity company and have experience as an associate in financial services. This founder, located in New York, has a limited personal brand and public presence, yet they maintain moderate press coverage. They have previous experience working at a startup and possess military work experience. The company was started by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",1
272ff2e6-99b9-223b-1b16-37a92e3136ff,"The founder holds a Master's degree in Computer Science and a Bachelor's degree in Technology from reputable institutions. They have worked as a senior rocket scientist in advertising services and have experience in software engineering. In California, this founder held a C-level role at a public tech company before starting their venture with a small team of co-founders. They have worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
791716e7-48e1-437e-a77a-dc8b10de75a2,"The founder has a Master's and Bachelor's degree in Computer Science. They have experience as a senior consultant in computer and network security and have founded a security company. This founder, based in Idaho, has developed a strong personal brand characterized by significant public visibility, including thought leadership and public speaking. They have moderate press coverage and previous experience working at a startup. The company was initiated by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with none of their previous startups being acquired.",0
6ec494a1-181d-c5ad-bc15-5708ab172b76,"The founder has an MS in Chemical Engineering and an MBA from a top business school. They co-founded a software development company and have held various marketing roles at major technology firms. Operating out of California, this founder has moderate press coverage and has held a C-level role at a public tech company. They started their company with a small team of co-founders and have worked full-time at a moderate number of companies, with a history of previous startup acquisitions.",1
0c396dd2-b2c0-4bc1-b35e-b71806f59157,"The founder has advanced degrees in Experimental Therapeutics and Psychology from prestigious institutions. They are the founder and CEO of a research firm and have co-founded several biotechnology companies. In California, this founder has moderate press coverage and has held board or advisor roles at large companies or well-known startups. They have previous experience working at a startup and started their company with a small team of co-founders. The founder has worked full-time at a moderate number of companies, and none of their previous startups have been acquired.",1
302c9c65-8c4f-4d30-8fcc-af34ec58418c,"The founder holds both a Master's and Bachelor's degree in Mechanical Engineering from a prestigious university. They have served as vice president of technology at a global solutions company and have experience as an engineering manager at a major semiconductor firm. This founder, based in Arizona, held a C-level role at a public tech company before starting their venture with a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
11e913c7-df60-4cdd-a7cc-447e9674d5c6,"The founder has an MBA from a reputable business school and a BA in Finance. They have experience as a vice president in risk arbitrage sales and have co-founded a painting business. Located in Connecticut, this founder started their company alone after gaining previous experience working at a startup. They have worked full-time at a small number of companies, and none of their previous startups have been acquired.",0
634de11b-d1f2-a4f8-29d4-d12d3da3f1d9,"The founder has an MBA and a PhD in Biochemistry and Molecular Genetics from a prestigious university. They have held various leadership roles in the pharmaceutical industry and serve on the board of multiple biotech firms. This founder, based in California, has a limited personal brand but enjoys high levels of press coverage, indicating strong public visibility. They previously held a junior role at a venture capital firm and have held board or advisor roles at large companies or well-known startups. With prior experience working at a startup, they started their company with a small team of co-founders and have worked full-time at a moderate number of companies, with a history of previous startup acquisitions.",1
ad259f63-df9d-4a8c-f269-3cbdb96d7042,"The founder has a Bachelor's degree in Computer Science with minors in Math and Business Administration. They have experience as a senior developer and advisor in technology startups. In California, this founder has built a strong personal brand and enjoys high levels of press coverage, reflecting significant public visibility. They have previous experience working at a startup and initiated their company with a small team of co-founders. The founder has worked full-time at a small number of companies, and none of their previous startups have been acquired.",1
fb0f0880-54ee-4b42-8c58-842b36d69dd7,"The founder holds a PhD in Bioengineering and a Master's degree in Biomedical Engineering from reputable institutions. They have experience as a postdoctoral research fellow and are the founder and CEO of a research firm. This founder, based in Texas, has a limited personal brand and public presence but has previous experience working at a startup. They started their company alone and have worked full-time at a small number of companies, with none of their previous startups being acquired.",0
7456a121-7150-48c9-a4cc-d865bcc71d43,"The founder is a graduate of a top-tier public research university and currently serves as CTO at a small technology firm. The founder has a background in startups, having previously worked at one before embarking on their own venture. They founded the company independently and have dedicated their efforts full-time to a limited number of companies. Notably, none of their previous startups have been acquired. The company is based in New York.",0
88d9e996-85a3-4514-1806-146ef12aaaa3,"The founder has extensive experience in computer and network security, having co-founded a mid-sized security firm and held various R&D leadership roles, including at a major technology company. They are also involved in venture capital at a small firm in financial services. With a strong personal brand and significant public visibility, the founder has established themselves as a thought leader through public speaking and media recognition. They have received extensive press coverage, highlighting their prominence in the industry. Their experience includes a junior role at a venture capital firm, as well as working at a startup. The founder has held a C-level position at a public tech company and has military work experience. The company was founded by a small team of co-founders, and the founder has worked full-time at a moderate number of companies, with previous startups that have been successfully acquired. The company is located in New York.",1
f3eade64-9d1e-d907-d7ba-027b7b002369,"The founder holds a Bachelor of Science in Finance and Marketing and co-founded a small software development company, while also serving as a director of sales in environmental services. The founder has experience in the startup ecosystem, having previously worked at a startup before co-founding their current venture with a small team. They have committed full-time to a limited number of companies, and none of their previous startups have been acquired. The company is based in California.",0
e5ae8728-0e52-523c-966f-6ec5c3f2ccb4,"The founder has a Ph.D. in Engineering Management and works as a program manager and researcher at a major semiconductor manufacturing company. Having held a VP-level role at a public tech company, the founder brings significant experience to their current venture, which was started by a small team of co-founders. They have worked full-time at a small number of companies, and none of their previous startups have been acquired. The company is located in Oregon.",0
bc2dc635-db74-bd5a-3765-6d149ab7e3a9,"The founder holds a Bachelor of Science in Computer Engineering with a focus on Machine Learning and has worked as a senior software engineer at various technology firms. The founder has a background in startups, having previously worked at one before co-founding their current company with a small team. They have dedicated their efforts full-time to a moderate number of companies, and none of their previous startups have been acquired. The company is based in New York.",0
5d150bf4-7da2-fa85-59d4-f8c4273ee680,"The founder has a Ph.D. in Neuroscience and serves as a director at a mid-sized research firm, with prior experience as an engineering and product manager in defense and space manufacturing. With military work experience, the founder has co-founded their current company alongside a small team. They have worked full-time at a limited number of companies, and none of their previous startups have been acquired. The company is located in New York.",1
57e58085-ff9a-4407-80b2-f004f5b97e00,"The founder has a background in multimedia design and digital marketing, currently serving as CTO at a small publishing company while also teaching at a higher education institution. The company was founded by a small team of co-founders, and the founder has worked full-time at a moderate number of companies. Notably, none of their previous startups have been acquired. The company is based in Delaware.",0
141003bd-1d38-4aec-985f-0638d2ee2961,"The founder holds a BBA in Entrepreneurial Management and has served as VP of Operations at a small medical device company, with prior experience in retail management. The company was started by a small team of co-founders, and the founder has worked full-time at a moderate number of companies. None of their previous startups have been acquired. The company is located in Texas.",1
208364df-126b-4fb9-a6be-7048628fbfe6,"The founder has an MBA in Leadership Development and is the global head of industrial security services at a major automation machinery manufacturing company, with prior experience in software development at a large IT services firm. The founder has held a director-level role at a public tech company and co-founded their current venture with a small team. They have worked full-time at a small number of companies, and none of their previous startups have been acquired. The company is based in New York.",1
79380adf-e143-9959-bd19-89c959e5e769,"The founder has a BA in Biology and a Ph.D. in Molecular Biology, co-founding a biotechnology research firm and holding a chief scientist position at a mid-sized pharmaceutical manufacturing company. The founder has moderate press coverage and experience in the startup world, having previously worked at a startup before starting their current company independently. They have worked full-time at a moderate number of companies and have successfully acquired a previous startup. The company is located in California.",1
