Num_Questions,Score_Threshold,Precision_Rate,Recall,F0.5,Predicted_Successful_Founders
36,21,0.049796,0.386076,0.060301,1229
36,22,0.054082,0.335443,0.064983,984
36,23,0.059494,0.297468,0.070826,794
36,24,0.059816,0.246835,0.070499,656
36,25,0.063008,0.196203,0.072907,496
36,26,0.07027,0.164557,0.079365,374
36,27,0.077821,0.126582,0.084317,261
36,28,0.092391,0.107595,0.095078,188
36,29,0.095652,0.06962,0.088997,119
36,30,0.089552,0.037975,0.070423,71
36,31,0.078947,0.018987,0.048387,42
36,32,0.1875,0.018987,0.067568,20
36,33,0.166667,0.006329,0.027473,10
36,34,0.0,0.0,0.0,6
36,35,0.0,0.0,0.0,4
36,36,0.0,0.0,0.0,4
37,1,0.019681,1.0,0.024481,8037
37,2,0.019889,1.0,0.024739,7950
37,3,0.020008,0.987342,0.024884,7802
37,4,0.020606,0.981013,0.025623,7527
37,5,0.021268,0.974684,0.02644,7246
37,6,0.021975,0.962025,0.027313,6922
37,7,0.022967,0.949367,0.028537,6536
37,8,0.023941,0.93038,0.029735,6145
37,9,0.025065,0.911392,0.031118,5750
37,10,0.026434,0.892405,0.0328,5339
37,11,0.027232,0.841772,0.033767,4889
37,12,0.028283,0.797468,0.035043,4460
37,13,0.03022,0.765823,0.037406,4009
37,14,0.031259,0.702532,0.038644,3556
37,15,0.033629,0.670886,0.041517,3157
37,16,0.037158,0.64557,0.045789,2750
37,17,0.039265,0.594937,0.048284,2399
37,18,0.041262,0.537975,0.050607,2065
37,19,0.040714,0.462025,0.049795,1797
37,20,0.045692,0.443038,0.055679,1536
37,21,0.049334,0.398734,0.059818,1281
37,22,0.056256,0.367089,0.067725,1035
37,23,0.059107,0.310127,0.070524,833
37,24,0.065312,0.28481,0.077213,693
37,25,0.066543,0.227848,0.077519,545
37,26,0.063882,0.164557,0.072788,411
37,27,0.075085,0.139241,0.082707,297
37,28,0.090476,0.120253,0.09519,214
37,29,0.101351,0.094937,0.1,152
37,30,0.114583,0.06962,0.101476,100
37,31,0.103448,0.037975,0.076923,62
37,32,0.09375,0.018987,0.052448,36
37,33,0.071429,0.006329,0.023364,18
37,34,0.2,0.006329,0.02809,9
37,35,0.0,0.0,0.0,6
37,36,0.0,0.0,0.0,4
37,37,0.0,0.0,0.0,4
38,1,0.019679,1.0,0.024478,8038
38,2,0.019882,1.0,0.024729,7953
38,3,0.019992,0.987342,0.024865,7808
38,4,0.020522,0.981013,0.025519,7558
38,5,0.021102,0.974684,0.026235,7303
38,6,0.021696,0.962025,0.026968,7011
38,7,0.022697,0.955696,0.028203,6658
38,8,0.023344,0.93038,0.028999,6302
38,9,0.024564,0.917722,0.030501,5908
38,10,0.025878,0.905063,0.032118,5531
38,11,0.026714,0.860759,0.033135,5096
38,12,0.027509,0.810127,0.034097,4658
38,13,0.029412,0.78481,0.036423,4221
38,14,0.030079,0.721519,0.037211,3795
38,15,0.031874,0.677215,0.039379,3362
38,16,0.035306,0.664557,0.043554,2979
38,17,0.03775,0.620253,0.046481,2601
38,18,0.040422,0.582278,0.049665,2281
38,19,0.040282,0.506329,0.049371,1990
38,20,0.04259,0.462025,0.052039,1718
38,21,0.043776,0.405063,0.05328,1466
38,22,0.050987,0.392405,0.061728,1220
38,23,0.054656,0.341772,0.065693,992
38,24,0.060075,0.303797,0.071556,803
38,25,0.063733,0.265823,0.075161,663
38,26,0.067698,0.221519,0.078616,521
38,27,0.066838,0.164557,0.075846,393
38,28,0.075,0.132911,0.08216,284
38,29,0.089109,0.113924,0.093168,206
38,30,0.105634,0.094937,0.103306,146
38,31,0.106383,0.063291,0.093633,98
38,32,0.09434,0.031646,0.067568,57
38,33,0.09375,0.018987,0.052448,36
38,34,0.071429,0.006329,0.023364,18
38,35,0.2,0.006329,0.02809,9
38,36,0.0,0.0,0.0,6
38,37,0.0,0.0,0.0,4
38,38,0.0,0.0,0.0,4
39,1,0.019557,0.993671,0.024326,8037
39,2,0.019756,0.993671,0.024573,7953
39,3,0.019864,0.981013,0.024705,7808
39,4,0.020384,0.974684,0.025347,7560
39,5,0.021099,0.974684,0.026232,7304
39,6,0.021544,0.955696,0.026779,7014
39,7,0.022509,0.949367,0.02797,6669
39,8,0.023142,0.924051,0.028747,6314
39,9,0.024333,0.911392,0.030214,5923
39,10,0.025581,0.898734,0.03175,5556
39,11,0.026326,0.85443,0.032656,5133
39,12,0.027724,0.822785,0.034366,4694
39,13,0.029115,0.78481,0.036059,4264
39,14,0.029995,0.727848,0.037111,3839
39,15,0.031634,0.683544,0.039091,3419
39,16,0.034539,0.664557,0.042621,3045
39,17,0.037387,0.626582,0.046047,2653
39,18,0.039604,0.582278,0.048677,2328
39,19,0.04,0.512658,0.049043,2029
39,20,0.041762,0.462025,0.051049,1752
39,21,0.042695,0.405063,0.051999,1503
39,22,0.05044,0.398734,0.061118,1253
39,23,0.053606,0.348101,0.064524,1030
39,24,0.060386,0.316456,0.072046,832
39,25,0.06305,0.272152,0.074498,686
39,26,0.064103,0.221519,0.074722,550
39,27,0.068127,0.177215,0.077691,415
39,28,0.07309,0.139241,0.080764,305
39,29,0.080717,0.113924,0.085714,227
39,30,0.101911,0.101266,0.101781,161
39,31,0.119266,0.082278,0.109428,113
39,32,0.097222,0.044304,0.078475,76
39,33,0.1,0.025316,0.062893,44
39,34,0.052632,0.006329,0.021368,23
39,35,0.111111,0.006329,0.025773,13
39,36,0.0,0.0,0.0,8
39,37,0.0,0.0,0.0,5
39,38,0.0,0.0,0.0,4
39,39,0.0,0.0,0.0,4
40,1,0.019559,0.993671,0.024329,8036
40,2,0.019753,0.993671,0.02457,7954
40,3,0.019864,0.981013,0.024705,7808
40,4,0.020357,0.974684,0.025314,7570
40,5,0.021084,0.974684,0.026214,7309
40,6,0.02151,0.955696,0.026737,7025
40,7,0.022448,0.949367,0.027896,6687
40,8,0.023079,0.924051,0.02867,6331
40,9,0.024206,0.911392,0.030058,5954
40,10,0.025471,0.898734,0.031615,5580
40,11,0.026153,0.85443,0.032443,5167
40,12,0.027473,0.822785,0.034056,4737
40,13,0.028764,0.78481,0.035628,4316
40,14,0.030178,0.740506,0.037342,3882
40,15,0.031323,0.683544,0.03871,3453
40,16,0.034003,0.664557,0.041966,3093
40,17,0.03738,0.639241,0.046051,2707
40,18,0.039357,0.588608,0.048387,2368
40,19,0.040288,0.531646,0.049423,2090
40,20,0.041574,0.474684,0.050854,1808
40,21,0.041237,0.405063,0.050267,1556
40,22,0.048165,0.398734,0.058442,1312
40,23,0.054378,0.373418,0.065585,1089
40,24,0.059226,0.329114,0.070845,882
40,25,0.064917,0.297468,0.076948,728
40,26,0.06701,0.246835,0.078439,586
40,27,0.066381,0.196203,0.076505,471
40,28,0.067847,0.14557,0.075958,343
40,29,0.081712,0.132911,0.088533,261
40,30,0.095745,0.113924,0.098901,192
40,31,0.111111,0.094937,0.10745,139
40,32,0.128713,0.082278,0.115658,105
40,33,0.111111,0.044304,0.085366,67
40,34,0.055556,0.012658,0.033113,40
40,35,0.055556,0.006329,0.021739,22
40,36,0.125,0.006329,0.026316,12
40,37,0.0,0.0,0.0,8
40,38,0.0,0.0,0.0,5
40,39,0.0,0.0,0.0,4
40,40,0.0,0.0,0.0,4
41,1,0.019559,0.993671,0.024329,8036
41,2,0.019741,0.993671,0.024554,7959
41,3,0.019821,0.981013,0.024652,7825
41,4,0.020276,0.974684,0.025214,7600
41,5,0.020967,0.974684,0.026068,7350
41,6,0.021313,0.955696,0.026493,7090
41,7,0.022206,0.949367,0.027596,6760
41,8,0.022972,0.93038,0.028539,6404
41,9,0.023833,0.917722,0.029599,6089
41,10,0.024917,0.898734,0.030931,5704
41,11,0.026035,0.879747,0.032305,5344
41,12,0.027071,0.841772,0.033569,4918
41,13,0.028094,0.797468,0.03481,4490
41,14,0.029361,0.759494,0.03635,4092
41,15,0.03027,0.702532,0.037434,3672
41,16,0.032572,0.677215,0.040232,3290
41,17,0.035422,0.658228,0.04369,2941
41,18,0.038251,0.620253,0.047088,2567
41,19,0.038736,0.550633,0.047583,2251
41,20,0.0412,0.512658,0.050486,1970
41,21,0.041128,0.443038,0.050244,1706
41,22,0.043986,0.405063,0.05353,1459
41,23,0.050325,0.392405,0.060952,1236
41,24,0.053974,0.348101,0.06495,1023
41,25,0.060386,0.316456,0.072046,832
41,26,0.062409,0.272152,0.073782,693
41,27,0.066308,0.234177,0.077406,562
41,28,0.060046,0.164557,0.068783,437
41,29,0.068966,0.139241,0.076709,323
41,30,0.081301,0.126582,0.087566,250
41,31,0.092391,0.107595,0.095078,188
41,32,0.115385,0.094937,0.110619,134
41,33,0.113402,0.06962,0.100733,101
41,34,0.105263,0.037975,0.07772,61
41,35,0.057143,0.012658,0.033557,39
41,36,0.055556,0.006329,0.021739,22
41,37,0.142857,0.006329,0.026882,11
41,38,0.0,0.0,0.0,8
41,39,0.0,0.0,0.0,5
41,40,0.0,0.0,0.0,4
41,41,0.0,0.0,0.0,4
42,1,0.019561,0.993671,0.024332,8035
42,2,0.019741,0.993671,0.024554,7959
42,3,0.019821,0.981013,0.024652,7825
42,4,0.020276,0.974684,0.025214,7600
42,5,0.020941,0.974684,0.026036,7359
42,6,0.021292,0.955696,0.026467,7097
42,7,0.02218,0.949367,0.027563,6768
42,8,0.022922,0.93038,0.028477,6418
42,9,0.023759,0.917722,0.029508,6108
42,10,0.024825,0.898734,0.030819,5725
42,11,0.025952,0.879747,0.032203,5361
42,12,0.026907,0.841772,0.033367,4948
42,13,0.027907,0.797468,0.034581,4520
42,14,0.029105,0.759494,0.036036,4128
42,15,0.030278,0.708861,0.037448,3704
42,16,0.032248,0.677215,0.039836,3323
42,17,0.035029,0.658228,0.043211,2974
42,18,0.037577,0.620253,0.04627,2613
42,19,0.038967,0.563291,0.04788,2289
42,20,0.040877,0.518987,0.05011,2011
42,21,0.041643,0.462025,0.050907,1757
42,22,0.042695,0.405063,0.051999,1503
42,23,0.048475,0.392405,0.058779,1283
42,24,0.053122,0.360759,0.064045,1077
42,25,0.061714,0.341772,0.073811,879
42,26,0.063187,0.291139,0.074919,732
42,27,0.06734,0.253165,0.078927,598
42,28,0.067368,0.202532,0.077745,479
42,29,0.063889,0.14557,0.071965,364
42,30,0.076364,0.132911,0.083466,279
42,31,0.095694,0.126582,0.100604,213
42,32,0.092593,0.094937,0.093052,166
42,33,0.121951,0.094937,0.115385,127
42,34,0.127907,0.06962,0.109562,90
42,35,0.076923,0.025316,0.054645,56
42,36,0.060606,0.012658,0.034483,37
42,37,0.058824,0.006329,0.022124,21
42,38,0.142857,0.006329,0.026882,11
42,39,0.0,0.0,0.0,8
42,40,0.0,0.0,0.0,5
42,41,0.0,0.0,0.0,4
42,42,0.0,0.0,0.0,4
43,1,0.019566,0.993671,0.024338,8033
43,2,0.019746,0.993671,0.02456,7957
43,3,0.019826,0.981013,0.024658,7823
43,4,0.020282,0.974684,0.025221,7598
43,5,0.020947,0.974684,0.026043,7357
43,6,0.021298,0.955696,0.026475,7095
43,7,0.02218,0.949367,0.027563,6768
43,8,0.022911,0.93038,0.028464,6421
43,9,0.023755,0.917722,0.029503,6109
43,10,0.024808,0.898734,0.030797,5729
43,11,0.025923,0.879747,0.032167,5367
43,12,0.026869,0.841772,0.03332,4955
43,13,0.027827,0.797468,0.034483,4533
43,14,0.028951,0.759494,0.035847,4150
43,15,0.030091,0.708861,0.037219,3727
43,16,0.031931,0.677215,0.039448,3356
43,17,0.034655,0.658228,0.042756,3006
43,18,0.037218,0.626582,0.045842,2665
43,19,0.039039,0.575949,0.047986,2336
43,20,0.040272,0.525316,0.049393,2066
43,21,0.041758,0.481013,0.051089,1824
43,22,0.040855,0.411392,0.049831,1595
43,23,0.045488,0.392405,0.055258,1367
43,24,0.052038,0.379747,0.062893,1157
43,25,0.056995,0.348101,0.068442,969
43,26,0.062972,0.316456,0.074985,798
43,27,0.063444,0.265823,0.07484,666
43,28,0.067642,0.234177,0.078858,551
43,29,0.066362,0.183544,0.076076,441
43,30,0.067073,0.139241,0.07483,332
43,31,0.080769,0.132911,0.087646,264
43,32,0.090909,0.113924,0.094737,202
43,33,0.100671,0.094937,0.099469,153
43,34,0.12605,0.094937,0.118297,123
43,35,0.125,0.063291,0.104603,84
43,36,0.081633,0.025316,0.056497,53
43,37,0.071429,0.012658,0.037037,32
43,38,0.066667,0.006329,0.022936,19
43,39,0.166667,0.006329,0.027473,10
43,40,0.0,0.0,0.0,7
43,41,0.0,0.0,0.0,5
43,42,0.0,0.0,0.0,4
43,43,0.0,0.0,0.0,4
44,1,0.019566,0.993671,0.024338,8033
44,2,0.019743,0.993671,0.024557,7958
44,3,0.019818,0.981013,0.024649,7826
44,4,0.020274,0.974684,0.025211,7601
44,5,0.020927,0.974684,0.026019,7364
44,6,0.021256,0.955696,0.026423,7109
44,7,0.02213,0.949367,0.027503,6783
44,8,0.022854,0.93038,0.028394,6437
44,9,0.023654,0.917722,0.029378,6135
44,10,0.02461,0.898734,0.030553,5775
44,11,0.025703,0.879747,0.031895,5413
44,12,0.026696,0.841772,0.033108,4987
44,13,0.027433,0.797468,0.033999,4598
44,14,0.028578,0.759494,0.03539,4204
44,15,0.030399,0.727848,0.037606,3788
44,16,0.03169,0.683544,0.039159,3413
44,17,0.034359,0.664557,0.0424,3061
44,18,0.036887,0.632911,0.045446,2716
44,19,0.037917,0.575949,0.046628,2405
44,20,0.039735,0.531646,0.048758,2119
44,21,0.041644,0.493671,0.05098,1877
44,22,0.041742,0.436709,0.05096,1657
44,23,0.043693,0.392405,0.053137,1423
44,24,0.051071,0.392405,0.061827,1218
44,25,0.054688,0.35443,0.06582,1028
44,26,0.063084,0.341772,0.075377,860
44,27,0.064516,0.291139,0.076412,717
44,28,0.06701,0.246835,0.078439,586
44,29,0.067901,0.208861,0.078497,490
44,30,0.070312,0.170886,0.079693,388
44,31,0.071672,0.132911,0.078947,297
44,32,0.091703,0.132911,0.097765,233
44,33,0.099448,0.113924,0.102041,185
44,34,0.106383,0.094937,0.103878,145
44,35,0.140187,0.094937,0.127986,111
44,36,0.118421,0.056962,0.097403,80
44,37,0.083333,0.025316,0.057143,52
44,38,0.074074,0.012658,0.037594,31
44,39,0.071429,0.006329,0.023364,18
44,40,0.166667,0.006329,0.027473,10
44,41,0.0,0.0,0.0,7
44,42,0.0,0.0,0.0,5
44,43,0.0,0.0,0.0,4
44,44,0.0,0.0,0.0,4
45,1,0.019569,0.993671,0.024341,8032
45,2,0.019746,0.993671,0.02456,7957
45,3,0.019818,0.981013,0.024649,7826
45,4,0.020268,0.974684,0.025205,7603
45,5,0.020924,0.974684,0.026015,7365
45,6,0.021238,0.955696,0.0264,7115
45,7,0.022091,0.949367,0.027454,6795
45,8,0.022801,0.93038,0.028328,6452
45,9,0.023585,0.917722,0.029293,6153
45,10,0.0245,0.898734,0.030417,5801
45,11,0.025491,0.879747,0.031634,5458
45,12,0.026457,0.841772,0.032814,5032
45,13,0.027243,0.797468,0.033766,4630
45,14,0.028156,0.759494,0.034872,4267
45,15,0.029964,0.727848,0.037073,3843
45,16,0.032007,0.702532,0.039558,3473
45,17,0.034062,0.670886,0.042043,3117
45,18,0.036515,0.639241,0.045001,2771
45,19,0.037551,0.582278,0.046194,2455
45,20,0.038497,0.531646,0.047265,2187
45,21,0.041103,0.5,0.050344,1927
45,22,0.041618,0.449367,0.050845,1710
45,23,0.044564,0.417722,0.054258,1485
45,24,0.048819,0.392405,0.059183,1274
45,25,0.053604,0.367089,0.064646,1086
45,26,0.060241,0.348101,0.072178,917
45,27,0.064683,0.316456,0.076923,777
45,28,0.06793,0.272152,0.079926,637
45,29,0.067437,0.221519,0.078335,523
45,30,0.069124,0.189873,0.079197,438
45,31,0.074499,0.164557,0.083655,353
45,32,0.08046,0.132911,0.087354,265
45,33,0.099057,0.132911,0.104374,216
45,34,0.104651,0.113924,0.106383,176
45,35,0.12,0.094937,0.113982,129
45,36,0.134615,0.088608,0.121951,108
45,37,0.123288,0.056962,0.1,77
45,38,0.065217,0.018987,0.04386,50
45,39,0.076923,0.012658,0.038168,30
45,40,0.071429,0.006329,0.023364,18
45,41,0.0,0.0,0.0,9
45,42,0.0,0.0,0.0,7
45,43,0.0,0.0,0.0,5
45,44,0.0,0.0,0.0,4
45,45,0.0,0.0,0.0,4
46,1,0.019571,0.993671,0.024344,8031
46,2,0.019748,0.993671,0.024563,7956
46,3,0.019821,0.981013,0.024652,7825
46,4,0.020271,0.974684,0.025208,7602
46,5,0.020924,0.974684,0.026015,7365
46,6,0.021238,0.955696,0.0264,7115
46,7,0.022088,0.949367,0.02745,6796
46,8,0.022784,0.93038,0.028306,6457
46,9,0.023717,0.924051,0.029457,6161
46,10,0.024462,0.898734,0.03037,5810
46,11,0.025411,0.879747,0.031536,5475
46,12,0.026331,0.841772,0.032659,5056
46,13,0.027108,0.797468,0.0336,4653
46,14,0.028044,0.759494,0.034734,4284
46,15,0.029762,0.727848,0.036826,3869
46,16,0.031705,0.702532,0.039189,3506
46,17,0.033661,0.670886,0.041556,3154
46,18,0.036377,0.64557,0.044839,2809
46,19,0.036963,0.582278,0.045482,2494
46,20,0.038151,0.537975,0.046858,2233
46,21,0.040465,0.506329,0.049591,1982
46,22,0.041143,0.455696,0.050293,1754
46,23,0.043366,0.424051,0.052856,1549
46,24,0.049624,0.417722,0.060241,1334
46,25,0.051619,0.373418,0.062368,1147
46,26,0.057732,0.35443,0.069341,974
46,27,0.061893,0.322785,0.073827,828
46,28,0.066763,0.291139,0.078929,693
46,29,0.067358,0.246835,0.07882,583
46,30,0.07234,0.21519,0.083415,474
46,31,0.074359,0.183544,0.0844,394
46,32,0.082803,0.164557,0.091938,318
46,33,0.087137,0.132911,0.093583,245
46,34,0.10396,0.132911,0.108696,206
46,35,0.10625,0.107595,0.106516,164
46,36,0.115702,0.088608,0.109034,125
46,37,0.135922,0.088608,0.122807,107
46,38,0.114286,0.050633,0.091324,74
46,39,0.066667,0.018987,0.044379,49
46,40,0.076923,0.012658,0.038168,30
46,41,0.076923,0.006329,0.02381,17
46,42,0.0,0.0,0.0,9
46,43,0.0,0.0,0.0,7
46,44,0.0,0.0,0.0,5
46,45,0.0,0.0,0.0,4
46,46,0.0,0.0,0.0,4
47,1,0.019574,0.993671,0.024347,8030
47,2,0.019751,0.993671,0.024567,7955
47,3,0.019824,0.981013,0.024655,7824
47,4,0.020274,0.974684,0.025211,7601
47,5,0.020924,0.974684,0.026015,7365
47,6,0.021235,0.955696,0.026397,7116
47,7,0.022088,0.949367,0.02745,6796
47,8,0.022773,0.93038,0.028293,6460
47,9,0.023697,0.924051,0.029433,6166
47,10,0.024432,0.898734,0.030334,5817
47,11,0.025374,0.879747,0.031491,5483
47,12,0.026243,0.841772,0.03255,5073
47,13,0.026952,0.797468,0.033408,4680
47,14,0.027913,0.759494,0.034574,4304
47,15,0.029609,0.727848,0.036638,3889
47,16,0.031489,0.702532,0.038926,3530
47,17,0.033344,0.670886,0.041168,3184
47,18,0.035966,0.64557,0.04434,2841
47,19,0.036846,0.588608,0.045348,2529
47,20,0.037544,0.537975,0.046125,2269
47,21,0.039702,0.506329,0.048674,2020
47,22,0.040201,0.455696,0.049167,1795
47,23,0.043038,0.43038,0.052485,1584
47,24,0.048798,0.424051,0.059292,1377
47,25,0.053075,0.398734,0.064207,1191
47,26,0.054795,0.35443,0.065944,1026
47,27,0.058486,0.322785,0.06994,876
47,28,0.065129,0.303797,0.07727,741
47,29,0.066879,0.265823,0.078652,632
47,30,0.073359,0.240506,0.085202,522
47,31,0.076555,0.202532,0.087432,422
47,32,0.082857,0.183544,0.093068,354
47,33,0.090278,0.164557,0.099237,292
47,34,0.091703,0.132911,0.097765,233
47,35,0.10582,0.126582,0.109409,193
47,36,0.097403,0.094937,0.096899,158
47,37,0.116667,0.088608,0.109718,124
47,38,0.13,0.082278,0.116487,104
47,39,0.115942,0.050633,0.092166,73
47,40,0.066667,0.018987,0.044379,49
47,41,0.08,0.012658,0.03876,29
47,42,0.076923,0.006329,0.02381,17
47,43,0.0,0.0,0.0,9
47,44,0.0,0.0,0.0,7
47,45,0.0,0.0,0.0,5
47,46,0.0,0.0,0.0,4
47,47,0.0,0.0,0.0,4
48,1,0.019574,0.993671,0.024347,8030
48,2,0.019748,0.993671,0.024563,7956
48,3,0.019811,0.981013,0.024639,7829
48,4,0.020223,0.974684,0.025149,7620
48,5,0.020839,0.974684,0.02591,7395
48,6,0.021104,0.955696,0.026235,7160
48,7,0.021879,0.949367,0.027192,6861
48,8,0.022536,0.93038,0.028,6528
48,9,0.023446,0.924051,0.029123,6232
48,10,0.024255,0.911392,0.030118,5942
48,11,0.024848,0.879747,0.030842,5599
48,12,0.026135,0.867089,0.032425,5247
48,13,0.02662,0.816456,0.033006,4851
48,14,0.027287,0.772152,0.03381,4476
48,15,0.028655,0.740506,0.035476,4088
48,16,0.030686,0.721519,0.037954,3720
48,17,0.032047,0.683544,0.039595,3375
48,18,0.034098,0.658228,0.042078,3055
48,19,0.036626,0.626582,0.045123,2708
48,20,0.03598,0.550633,0.044252,2423
48,21,0.038692,0.531646,0.047501,2176
48,22,0.040625,0.493671,0.049758,1925
48,23,0.041448,0.449367,0.050642,1717
48,24,0.044944,0.43038,0.05475,1517
48,25,0.049847,0.411392,0.060476,1308
48,26,0.051891,0.373418,0.062686,1141
48,27,0.056701,0.348101,0.068103,974
48,28,0.061151,0.322785,0.072982,838
48,29,0.06383,0.28481,0.075554,709
48,30,0.068908,0.259494,0.080772,599
48,31,0.069106,0.21519,0.079962,496
48,32,0.074442,0.189873,0.084746,407
48,33,0.083832,0.177215,0.093708,338
48,34,0.081081,0.132911,0.08794,263
48,35,0.097222,0.132911,0.10274,220
48,36,0.103825,0.120253,0.106742,187
48,37,0.095238,0.088608,0.093834,151
48,38,0.12069,0.088608,0.11254,120
48,39,0.117021,0.06962,0.102996,98
48,40,0.109375,0.044304,0.084541,68
48,41,0.068182,0.018987,0.04491,48
48,42,0.08,0.012658,0.03876,29
48,43,0.090909,0.006329,0.024752,15
48,44,0.0,0.0,0.0,9
48,45,0.0,0.0,0.0,7
48,46,0.0,0.0,0.0,5
48,47,0.0,0.0,0.0,4
48,48,0.0,0.0,0.0,4
